unit_order,unit_id,unit_title,I344,R2536,P400,P3465,P5881,P3475,P3473,R2407,BWII672,A4095,P3466,CCCP578,L8751,L4044,P3471
93,89388b76-4977-4344-848c-d880340cf3c3,The Intelligent Escapes Forced Friendship,,,,,فالعاقل يصالح عدوّه ويصانعه إذا اضطرّ إليه ويظهر له ودّه ويريه من نفسه الثقة إذا لم يجد من ذلك كلّه بدًّا ويعجّل الانصراف عنه والترك إذا وجد إلى ذلك سبيلًا,فالعاقل يصانع عدوّه إذا اضطرّ إليه,والعاقل يصالح عدوّه إذا اضطرّ إليه ويظهر له الودّ ويريه من نفسه الاسترسال ***,وإلّا العاقل يصالح عدوّه إذا اضطرّ إليه ويظهر له ودّه ويريه من نفسه الاسترسال ولا يكاد يسلم إذا لم يجد بذلك بدًّا,وإلّا العاقل يصالح عدوّه إذا !اضطرر إليه ويظهر له ودّه ويريه من نفسه الاسترسال ولا يكاد يسلم إذا لم يجد من ذلك بدًّا,والعاقل يصانع عدوّه إذا اضطرّ إليه فيظهر له ودّه ويريه من نفسه الاسترسال ***,والعاقل يصلح عدوّه إذا اضطرّ إليه ويصانعه ويظهر له ودّه ويريه من نفسه الاسترسال إليه إذا لم يجد من ذلك بدًّا ثمّ يعجّل الانصراف عنه حين يجد إلى ذلك سبيلًا,والعاقل يصالح عدوّه إذا اضطرّ إلى ذلك ويصانعه ويظهر له ودّه ويريه من نفسه استرسالًا إليه إذا لم يجد بدًّا ويجعل الانصراف عنه إذا وجد إلى ذلك سبيلًا,والعاقل يصانع عدوّه إذا اضطرّ إليه ويظهر له ودّه ويريه من نفسه الاسترسال إذا لم يجد من ذلك بدًّا ويجعل الانصراف عنه,والعاقل يصانع عدوّه ويظهر ودّه ويريه من نفسه الاسترسال إليه إذا لم يجد من ذلك بدّا ويعجّل الانصراف عنه إذا صار عنه غنيّا,والعاقل يصانع عدوّه ويظهر له الصلح مع بذل ودّه ويريه من نفسه الثقة به إذا لم يجد من ذلك به أو يُعجل الانصراف عنه والترك له إذا وجد إلى ذلك سبيلًا وعنه محيدًا وغنى
94,0e2099fa-f78a-4e25-b828-5ae6d0bb1da1,Trusting Quickly Is Risky,,,,واعلم أنّ صريع الاسترسال لا تُقال عثرته,,وإنّ صريع الاسترسال لا يكاد يستقبل صرعه,لا يكاد يسلم من صرعته,,واعلم أنّ صريع الاسترسال من صرعه,*** لا يكاد يستقيل عثرته,وقد قيل إنّ سريع الاسترسال لا يكاد يستقيل عثرته,ويعلم أن صريع الاسترسال لا يكاد أن يستقيل عثرته,,واعلم أنّ سريع الاسترسال لا يكاد يستقيل عثرته,واعلم أنّ صريع الاسترسال لا يكاد يستقيل عثرته ولا يستدرك صرعته
95,d85d6b0f-c783-4831-9f9f-498872c1b718,The Intelligent Distrusts Forced Friendship,,,,والعاقل يبقي لمن صالحه من عدوّه بقيّة من نفسه ولا يثق به كلّ الثقة,,والعاقل يفي لمن صالح بما جعل له ولا يثق لنفسه بمثل ذلك من أحد,والعاقل يفي لمن صالح بما جعل له موثقًا لذلك من نفسه ولا يثق بذلك من أحد,*والعاقل يتّقي لمن صالح بما جعل له موثق بذلك من نفسه ولا يثق بذلك من أحد ولا يؤثر على البعد من عدوّه <ما> استطاع,والعاقل يبقى لمن صالح بما جمع له من جعل المواثيق بذلك من نفسه ولا يثق بذلك من أحد,والعاقل يفي لمن صالح بما جعل له ويثق بذلك من نفسه ولا يثق لها بمثل ذلك من أحد,والعاقل يفي لمن صالح بما جعل له من نفسه بمثل ذلك من أحد,وهو يفي لمن يصالح بما جعل فيثق بذلك من نفسه ولا يثق بمثل ذلك من أحد,والعاقل يفي لمن صالح بما جعل له ولا يثق لنفسه بمثل ذلك من أحد,إذا كان يثق من نفسه بالوفاء ولا يثق لها بمثل ذلك,والعاقل لمن يفي صالح بما جعل له ويثق لنفسه بمثل ذلك من غيره
96,74115d9e-1d73-4d00-9de9-65521290b093,The Intelligent Must Leave Forced Friendship,,,,,,,,,,,,,,وقد قالت العلماء إنّه ينبغي للعاقل أن يصالح العدوّ الجريء ويحمل التضرّع إليه في حسن الحاجة وأن يتجنّبه في حال الغنى عنه ولا يثق به,
97,64e2ad84-614f-4495-9d2c-0c361f0cdc80,The Best Thing Is Distance From the Enemy,,,,ولا يأمنه على نفسه مع القرب منه والبعد عنه ما استطاع,,ولا يؤثر إلّا البعد من عدوّه ما استطاع,ولا يؤثر على البعد من عدوّه شيئًا ما استطاع,والبعد لك من الصيّاد والبعد لي منك أحزم الرأي,ولا يؤثر على البعد من عدوّه <ما> استطاع,ولا يؤثر على البعد من عدوّه ما استطاع شيئًا,ولا يؤثر على الاحتراس,ولا يؤثر على البعد من عدوّه ما استطاع,ولا يؤثر على البعد من عدوّه ما استطاع,وكان يُقال لا تؤثر على البعد من عدوّك سالمًا ما استطعت,ولا يؤثر على النأي والبعد من عدوّه ما استطاع شيئًا
98,8360da13-9e53-4591-ad77-a3b65ef83363,Staying Away from the Enemy is the Best Judgment,,,,,,فالبعد لك من الصيّاد ولي منك أجزم,والبعد لك من الصيّاد والبعد لي منك أحزم الرأي,وأنا أودّك من بعيد,والبعد لك من الصيّاد كالبعد لك منّي هو أحزم الرأي,والبعد لك من الصيّاد والبعد لي منك من أحزم الرأي,والبعد لي من قربك أحزم الراي,فالبعد لك من الصيّاد حزم والبعد لي منك حزم,فالبعد لك من الصيّاد أصلح والبعد لي منك أحزم الرأي,ولا شيء من السلامة لي في نفسي منك ولك بالوفاء بعهدك أحزم من أن أباعد نفسي منك وكذلك لا أرى لك شيئا أسلم لنفسك من التباعد من الصيّاد في السلامة,فالبعد لك من الصيّاد والنأي لي منك أحزم الرأي وأكبر الأشرار
99,1ab189cb-0b47-48fd-8a6f-6b44c0bad574,The Rat Will Love the Cat from Afar,,,,وأنا أودّك من بعد,وأنا أودّك من بعيد,وأنا أودّك من بعيد,وأنا أودّك من بعيد,ولا عليك أن تجازيني بمثل ذلك,وأنا أودّك من بعيد,وأنا أودّك من بعيد,وأنا أودّك من بعيد وأحبّ لك البقاء والسلامة ما لم أكن أحبّه لك قبل اليوم,والرأي لي أن أودّك من بعيد,وأنا أودّك من بعيد,,وأنا أودّك مع بعد مكاني منك
100,b74e0835-b671-400d-b926-f230a977dd47,The Rat Does Not Need a Reward,,,,ولا عليك أن تجازيني على صنيعي,,لا عليك أن تجزيني بمثل ذلك إن رأيت,ولا عليك أن تجازيني بمثل ذلك,ولا سبيل إلى اجتماعنا والسلام,ولا عليك أن تجازيني بمثل ذلك,ولا عليك أن تجزيني بمثل ذلك إن رأيت,ولا عليك تجاريني بمثل ذلك,ولا عليك تحترمني بمثل ذلك,ولا عليك أن تجزيني بمثل ذلك إن رأيت,ولا عليك أن تجازيني بمثل ذلك,ولا عليك أن تجزيني بمثل ذلك إن رأيت
101,83e7b09d-d272-4fef-9600-a28baf3900bd,The Last Verdict Is No Reunion,,وليس إلى اجتماعنا سبيل,,إذا لا سبيل إلى اجتماعنا,ولا سبيل إلى اجتماعنا أبدًا,ولا سبيل إلى اجتماعنا وانصرف,*ولا سبيل إلى اجتماعنا والسلام,,ولا سبيل إلى اجتماعنا والسلام,وإلّا فلا سبيل إلى اجتماعنا أبدًا والسلم,ولا سبيل إلى اجتماعنا والسلام,ولا إلى اجتماعنا سبيل,ولا سبيل إلى اجتماعنا,والجملة التي ينقطع عنها المنطق أنّه لا سبيل إلى اجتماعنا إلّا أن تنزل نازلة مثل الذي جمعني وإيّاك,ولا سبيل إلى *اجتماعنا
102,09ada6ad-d0c3-4ff9-9110-4f51535e3b38,The Rat Departs to Safety,ثمّ أخذ بالحزم والاحتراس من السنّور,ثمّ انجحر الجرذ وصار إلى الحزم والاحتراس من السنّور,ثمّ صار الجرذ إلى الأخذ بالحزم والاحتراس من السنّور,,,,,,,,,,,,ثمّ صار إلى الأخذ بالحزم بعد أمنه والاحتراس من السنّور ?فلست من أعدائه الذين كانوا حوله يرصدونه
103,b53f76aa-9726-4885-a808-d1494253b543,The Philosopher Comments on the Rat's Foresight,,,,,ثمّ قال الفيلسوف للملك والجرذ على صغره وضعفه نظر في عواقب الأمور حيث نزل به البلاء صادق عدوّه وصديقه وعمل في ذلك عملا رفيقًا نجّاه من عدوّه المقبل عليه القادر على الفرصة منه وخلص له من صلح [[من]] عدوّه الأمن النجاة من البلاء الذي وقع فيه,,,,,,,,,,ثمّ قال الفيلسوف للمَلك فالجرذ على صغره وضعفه نظر في أمره حين نزل البلاء فصادق عدوّه وعدوّ عدوّه وصالحه وعمل في ذلك عملًا رفيقًا نجا به من سائر أعداءه المطلقة عليه القادرة على الفرصة فيه وخلص به من صالح عدوّه من البلاء الذي كان وقع فيه
104,133fb0ab-0236-429a-bf08-e837e8522c42,The Philosopher Comments on Human Foresight,,,,,فكيف بالإنسان لو اقتدى بذلك وعمل فيه بالذي يلزمه من حسن النظر في ذلك ما كان أعظم خطره وأجلّ قدره ويأخذ بأوفى نصيب منه في عاجل الأمور وأجلّها فافهم ذلك ودبرّه ترشد إن شاء الله تعالى,,,,,,,,,,فكيف بالإنسان الكامل الذي إذا نظر في مثل ذلك واقتدى به وعمل بالذي يلزمه وينجيه من حسن النظر في مثله ما كان أعظم حظّه فيه أوفى نصيبه منه في عاجل الأمور وآجلها
105,439fc036-840f-46ac-b3e2-cabc6bbbf737,The Gist of the Chapter,,,فهذا مثل الجرذ الذي صادق السنّور,,,,,,,,,,فهذا باب مبصر فرصته في مصالحة عدوّه والأخذ بالاحتراس,,
106,4eeff3c1-bdb7-472c-b0be-f58abaf21397,The Ending of the Chapter,تمّ الباب,,,انقضى باب الجرذ والسنّور,تمّ باب الجرذ والسنّور بحمد الله,انقضى باب الجرذ السنّور,انقضى باب السنّور والجرذ ?انتهى,انقضى باب السنّور والجرذ بمنّة المَلك الفرد,انقضى باب السنّور والجرذ,,,,,,ثمّ وكمل باب الجرذ والسنّور والله المستعان
